# Rescue verdicts, BATCH 2: the last mitochondrial-family papers still decided only by
# fermlit's FIRST rubric. Scope is the 452 publications in fermlit's `fermdb-import%` sheets
# carrying one of mtdna_methods_yeast / mtdna_engineering_yeast / ethanol_mitochondria_yeast /
# isobutanol_mitochondria in screening_record.family, which that first rubric EXCLUDED (400)
# or left BORDERLINE (52). Re-screened under the second rubric in MTDNA_RUBRIC.md -- "does
# this paper help someone engineer the yeast mitochondrion or its genome?" -- byte-identical
# to the rubric the 1258 rescues in 2026-09-22-mtdna-rescue-verdicts.tsv were decided under,
# so the two sets compose.
#
# ONLY RESCUES ARE LISTED, and every row is a CHANGE from that paper's first-rubric verdict.
# A paper the second rubric also excluded stays excluded and has no row; a paper that was
# borderline and is still borderline is not a change and has no row either. There is
# deliberately NO `exclude` row in this file: it installs on top of the first pass, and an
# exclude row would overwrite a first-rubric inclusion and inverts the union rule that
# screening.py's module docstring sets out.
#
# The organism clause is deliberately opposite to the first rubric's instinct: a mammalian or
# plant mtDNA paper is included when the METHOD transfers, because those are often the only
# published record of a technique.
#
# Re-screened: 452 fermdb publications, all mitochondrial-family. Rescued to include:
# 134. To borderline: 87. Still excluded: 221. Failed: 0.
#
# ONE MODEL, claude-sonnet-5 through the Claude Agent SDK on the subscription credential.
# Two passes, fermlit's own: title score, then abstract for the 20-85 band. The title pass ran
# 15 papers per call (31 batches, 0 malformed); the abstract pass ran one paper per call
# deliberately, to keep the per-item judgement this file exists to buy.
#
# 17 of the 452 had no retrievable abstract; those rows say so in `source`.
# Joined to the atlas on DOI *and* PMID via screening.publication_keys(). 0 unmapped.
# NOT INSTALLED -- installing is a curator act.
publication_id	decision	reason	source	decided_by	decided_by_kind	decided_at	in_atlas	pdf_file
doi:10.1093/nar/gkaa424	include	Sov1 is a mitochondrial translational activator coordinating gene expression with mitoribosome biogenesis in yeast — core mitochondrial translation machinery relevant to engineering mtDNA-encoded expression.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkac1229	include	Directly reports a factor promoting post-initiation mitochondrial translation in S. cerevisiae, core mitoribosome/translation biology relevant to engineering mitochondrial expression.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkad849	include	Directly studies Abf2 and Cim1, nucleoid proteins controlling mtDNA copy number in S. cerevisiae -- core mtDNA maintenance topic.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkae400	include	Dissects the dual-targeting/mitochondrial-import mechanism of Pif1 via alternative translation initiation, yielding refined separation-of-function alleles relevant to mtDNA maintenance and mitochondrial targeting engineering.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkaf475	borderline	Characterizes a topoisomerase's role in generating ribonucleotide-dependent mtDNA deletions, directly informing mtDNA genome stability/repair mechanisms (and explicitly tests yeast TOP1), but offers a mechanistic insight rather than an engineering method or tool.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkaf634	include	Directly reports a mitoribosomal tunnel-exit mechanism controlling mtDNA-encoded cytochrome b synthesis, core mitochondrial translation/mitoribosome biology useful for engineering mitochondrial gene expression.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkp557	include	Identifies Qri7 as required for mitochondrial genome maintenance in S. cerevisiae, directly relevant to yeast mtDNA maintenance biology.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkq769	include	Direct review/analysis of allotopic expression of mitochondrial genes, a named core method in the inclusion criteria; mammalian system but method transfers directly to yeast mitochondrial engineering strategies.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkr511	include	Identifies PPR proteins as mitochondrial mRNA processing/stability factors and translational activators (e.g., ppr4 for cox1) in fission yeast, a mechanistic handle on mitochondrial gene expression that transfers to yeast mitochondrial engineering.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkr580	include	Explicitly about organelle trafficking of chimeric RNAs (ribozymes) into mitochondria and genetic manipulation of mitochondria — directly a DNA/RNA delivery and mitochondrial engineering method paper.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gks1088	include	Characterizes Rim1 (mitochondrial ssDNA-binding protein) and Pif1 helicase interaction in mtDNA maintenance/recombination, core machinery relevant to engineering mtDNA stability and copy number.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkt273	include	Directly studies mtDNA recombination and DSB-induced replication at ori5 via Din7/Mhr1 in yeast — core mtDNA maintenance/recombination machinery relevant to genome engineering.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gku1148	include	Directly characterizes a DNA-dependent ATPase involved in mitochondrial genome maintenance — core mtDNA maintenance/repair machinery.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkv1529	include	Structural/DNA-binding study of Mgm101, a yeast mitochondrial nucleoid/recombination protein central to mtDNA maintenance and repair.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkw1147	include	Directly studies Abf2p, the nucleoid packaging protein explicitly relevant to mtDNA maintenance and genome organization, a core topic for mitochondrial genome engineering.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkw490	include	Studies yeast mitoribosome recycling and its effect on OXPHOS subunit synthesis/assembly, directly informative on mitoribosome/translation machinery used in mitochondrial engineering.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkx127	include	Characterizes a PPR protein acting as a mitochondrial translational activator required for mitochondrial mRNA accumulation and protein synthesis in fission yeast, a mechanism class directly relevant to engineering mitochondrial gene expression that transfers to S. cerevisiae.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkx426	include	Characterizes Mss116, a DEAD-box helicase central to mitochondrial ribogenesis and mRNA-specific translation—core mitochondrial gene-expression machinery relevant to engineering mtDNA expression.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1093/nar/gkx443	include	Reports a mechanism of double-strand-break-mediated mtDNA replication in yeast, directly relevant to mtDNA maintenance, recombination and repair that engineering strategies must account for.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1096/fj.202002475r	borderline	Characterizes chaperones Atp23p/Atp10p in yeast mitochondrial ATP synthase assembly (OXPHOS complex biogenesis) — informative about the chassis but not itself a transferable engineering method.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1098/rsob.200369	borderline	Characterizes S. pombe ts mutants in mitoribosomal proteins and tRNA maturation causing nutritional phenotypes, touching mitochondrial translation machinery but as basic physiology/genetics rather than a transferable engineering method or assay.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1098/rsos.231209	include	Characterizes petite phenotype and irreversible mtDNA damage/loss of mitochondrial gene expression in yeast regulatory mutants, directly bearing on mtDNA maintenance and petite assays.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1101/2023.03.29.534670	borderline	Yeast genome-wide screen reveals Snf1/AMPK regulation of mitochondrial protein import channel selectivity for misfolded proteins, which is informative about import machinery but focused on proteostasis/MAGIC rather than a transferable engineering method for targeting heterologous cargo.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1101/2025.01.30.635641	include	bioRxiv preprint of the same mitoribosomal tunnel-exit/cytochrome b synthesis study as entry 10, equally relevant to mitochondrial translation engineering.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1101/2025.11.22.689898	borderline	Identifies mitochondrial genome maintenance genes (yme2, msh1) as modulators of nuclear expression noise, touching mtDNA integrity biology but offering no engineering method, delivery system, or assay.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1101/gr.193433.115	include	SCRaMbLE is a yeast synthetic-chromosome combinatorial diversity-generation method, a genome-engineering toolkit technique that directly transfers.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1101/gr.276885.122	include	Directly studies mtDNA heteroplasmy resolution, recombination, and large-scale deletion dynamics in Saccharomyces hybrids, matching the mtDNA maintenance/recombination criterion.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1111/apha.13985	borderline	Studies aggregation risk of newly imported mitochondrial proteins in yeast (relevant PQC context for heterologous protein import) but reports no targeting-sequence, import-machinery or engineering method itself.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1111/brv.13168	borderline	Comparative evolutionary review of inner-membrane fusion mechanics (Opa1 vs Mgm1) informs mitochondrial morphology biology but offers no engineering method, delivery tool, or genome-manipulation handle.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1111/pbi.13004	include	Demonstrates that replacing a transit peptide to target a heterologous resistance enzyme into mitochondria (vs chloroplast) improves function, a matrix-targeting/protein-import method that transfers to relocalising heterologous enzymes into the yeast mitochondrial matrix.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1126/sciadv.aav1848	borderline	Reports natural mtDNA-encoded variation driving thermal tolerance but the abstract gives no engineering method, only phenotypic/evolutionary association.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1126/sciadv.aav1869	include	Studies how mitochondrial genome origin/inheritance in yeast hybrids determines a phenotype, directly informing mtDNA donor choice and inheritance control relevant to yeast mitochondrial engineering.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1126/sciadv.abi8886	include	Mechanistic study of purifying selection/segregation of functional vs defective mtDNA in yeast, directly informing mtDNA maintenance and inheritance relevant to engineering stable mitochondrial genomes.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1128/aem.00362-26	include	Reports mitochondrial localization of NAD(+)-dependent dehydrogenases and its metabolic consequences, directly relevant to compartment-specific cofactor/redox pool engineering.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1128/genomea.00219-18	borderline	Genome-announcement sequencing report of an intronless mtDNA strain used as a respiratory-pathology model, describing a useful genetic resource but no engineering method itself.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1128/mbio.00084-18	include	Mmf1p linking amino acid metabolism to mtDNA maintenance in S. cerevisiae directly addresses mtDNA maintenance mechanisms relevant to genome engineering/stability.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1128/mbio.00520-16	include	Directly engineers mitochondrial-to-cytosol acetyl-CoA transport via the carnitine shuttle in S. cerevisiae, identifying genetic determinants (MCT1, RTG2, YAT2) for compartmentalized cofactor/metabolite flux control.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1128/spectrum.00108-23	borderline	Characterizes a mitochondrial ABC transporter's role in fungicide resistance and ATP synthesis in a plant pathogen, informative about mitochondrial bioenergetics but offers no transferable engineering method or tool.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/1471-2091-11-26	borderline	Shows a transcriptional regulator affects respiration/ATP via mitochondrial gene expression but offers no manipulable engineering method or tool for the mitochondrial genome.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/1471-2091-7-3	include	Direct measurement of NAD(H) transport/loss in the matrix space of isolated S. cerevisiae mitochondria is exactly the compartment-specific cofactor-pool assay the project's redox/cofactor criterion targets.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/1471-2164-8-323	include	Characterizes Pol-gamma (Mip1 ortholog) requirement for mtDNA maintenance and resulting petite/mtDNA-depletion phenotype, directly bearing on mtDNA maintenance biology relevant to yeast mitochondrial engineering.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/1741-7007-10-55	borderline	Engineers global codon mistranslation to study proteotoxic stress in yeast, touching translational fidelity engineering but not a mitochondrial-genetic-code method or transferable engineering tool.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/1741-7007-9-64	borderline	Documents DSB repair/NHEJ/recombination mechanisms driving plant mtDNA evolution across ecotypes, informative about mtDNA recombination biology but framed as evolutionary/comparative analysis rather than an engineering method or manipulable handle.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/gb-2009-10-9-r95	include	Genome-wide yeast deletion screen identifying genes for respiratory growth, mtDNA maintenance and mitochondrial translation—directly the kind of assay/gene inventory an engineering project would use.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/s12859-023-05168-5	include	Automated computer-vision tool for scoring petite colony frequency — directly the respiratory-competence/petite assay used to screen mitochondrial engineering outcomes.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/s12864-015-2078-z	borderline	Experimentally defines mitochondrial promoter consensus and tRNA-punctuation transcript processing in a yeast, knowledge transferable to designing mtDNA expression constructs, but the paper's emphasis is comparative/evolutionary rather than an engineering method.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/s12866-016-0627-5	borderline	Studies natural mitochondrial heteroplasmy segregation and inheritance mechanism in a coenocytic AMF (noting orthology to S. cerevisiae segregation genes), touching the relevant mtDNA-inheritance category but offering no manipulable engineering method.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/s12866-021-02373-1	borderline	Studies retrograde-signalling transcriptional regulation of drug resistance in rho0 cells, not a method for generating, maintaining, or assaying mtDNA state itself.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/s12896-017-0393-y	include	Directly reports a modular cloning (GoldenBraid) toolkit for expressing heterologous proteins in yeast mitochondria—exactly the kind of targeting/expression toolkit this project needs.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/s12915-025-02409-2	include	Characterizes a nuclear mutation (proteasome subunit) that enables survival of mitochondrial genome loss (petite-positivity) via altered mitochondrial protein import and stress response, directly informing petite/rho0 biology relevant to yeast mtDNA engineering even though studied in S. pombe.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/s12934-023-02137-8	include	Genetic knockout of the mitochondrial acetyl-carnitine carrier redirects acetyl-CoA flux across the cytosol/peroxisome-mitochondria boundary, a transporter-engineering approach for organelle compartmentalisation that transfers to yeast, which has a homologous CRC1 carrier.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1186/s13068-015-0361-5	include	Isobutanol/BCAA pathway enzymes (Ilv2, Ilv5, Ilv3, Aro10, Adh7) were targeted into yeast mitochondria to boost precursor supply, matching pathway-compartmentalisation and BCAA/Ehrlich enzyme criteria.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1242/dmm.049783	include	Uses mitochondrial genetic transformation to construct yeast mtDNA variants and assays respiratory growth/ATP production, directly exercising mtDNA engineering and mito_assay methods.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1242/jcs.263694	include	Directly reports mechanisms of translational activation of COX1 mRNA in yeast mitochondria, core to mitochondrial gene expression and translation machinery relevant to engineering mtDNA-encoded genes.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1261/rna.080254.124	include	Mitochondrial mRNA/rRNA 3'-end processing elements in budding yeasts directly concerns mitochondrial transcript processing/stability, a listed relevant topic.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pbio.1001969	borderline	Describes ER-mitochondria phospholipid transfer/tethering (EMC-TOM interaction) in yeast, informative about mitochondrial membrane biogenesis chassis but not itself a DNA/genome-engineering or import-targeting method.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pgen.1002876	include	Experimental relocation of the mitochondrial ATP9 gene to the nucleus is a direct allotopic expression study, a core method category for mitochondrial genome engineering.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pgen.1005664	include	RAD52 epistasis group genes shown to mediate mitochondrial homologous recombination and DSB repair in S. cerevisiae, core mtDNA maintenance machinery.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pgen.1011836	include	Develops a flow-cytometry heteroplasmy-segregation assay and quantifies mtDNA copy number, purifying selection and growth effects of mutant mtDNA in yeast, directly relevant to mtDNA maintenance/inheritance engineering.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pone.0005713	borderline	Uses human rho0 cells to study nuclear retrograde transcriptional response to mtDNA loss, which is informative about chassis biology but reports no transferable engineering method or assay.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pone.0027847	include	Antimutator alleles of yeast mitochondrial DNA polymerase gamma (Mip1) directly concern mtDNA replication fidelity and maintenance, a core listed criterion.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pone.0039428	borderline	Studies Pam16, a TIM23 presequence translocase-associated motor component, via genetic interactions and sphingolipid/cardiolipin effects rather than characterizing an engineerable import method or heterologous targeting.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pone.0056388	borderline	Uses rho0 cells only as a respiratory-incompetent comparator to study calorie-restriction lifespan/metabolism, with no engineering method, transformation, or organelle-targeted measurement.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pone.0056465	include	Characterizes Mgm101p, a mitochondrial nucleoid protein essential for mtDNA replication/maintenance in yeast, directly relevant to nucleoid biology used in mitochondrial genome engineering.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pone.0065387	include	The dinoflagellate RpoTm presequence was experimentally shown to target GFP into yeast mitochondria, a heterologous mitochondrial-targeting-sequence assay that directly transfers to yeast mitochondrial protein import engineering.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pone.0075121	borderline	Uses PCR-based mitotype markers and tracks mtDNA fixation in interspecific hybrids over generations, touching mtDNA inheritance/segregation, but the focus is phenotypic/evolutionary impact rather than an engineering method or tool.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pone.0105242	include	Directly addresses genetic determinants of mitochondrial DNA copy number, a listed RELEVANT mtDNA maintenance topic.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pone.0111585	borderline	Characterizes ISC-mutant effects on iron homeostasis, ROS and respiratory supercomplex assembly — informative chassis biology but not itself an engineering method or measurable tool.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pone.0146511	borderline	Studies fitness/nutrient-sensing (PKA/glucose) of rho0 (mtDNA-lacking) yeast and touches mitochondrial polytopic protein import, but frames these as disease-model physiology rather than an engineering method or reusable assay/protocol.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pone.0162165	include	Uses a yeast coq7/cat5 respiratory-competence growth screen (non-fermentable carbon source) to identify suppressors of mitochondrial dysfunction, a screen/assay type directly usable in yeast mitochondrial engineering work.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pone.0188040	borderline	Describes mitochondrial DNA mismatch-repair/fidelity maintenance in a protist, relevant mtDNA-repair biology but no stated engineering method and unclear transfer to yeast.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.pone.0234918	borderline	Characterizes ZapE's interaction with the Oxa1 insertase and its effect on respiratory complex assembly in Trypanosoma, informative about OXA-mediated membrane protein insertion but not itself a transferable engineering method or assay.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.ppat.1000589	borderline	Characterizes a kinetoplast DNA replication helicase homologous to yeast ScPif1, informative about mtDNA replication/Okazaki-fragment mechanisms but reports no transferable engineering method or manipulable handle for yeast mitochondria.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1371/journal.ppat.1000812	borderline	Characterizes TOM/SAM protein-import machinery (Tom40, Sam50) via in vitro/in vivo import assays, but in the extremely degenerate mitosome of a parasite, so direct transfer to yeast mitochondrial engineering is uncertain.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1534/g3.114.010330	include	Studies mtDNA retention/loss in fusion-deficient S. cerevisiae mitochondria via a petite-negative selection, directly bearing on mtDNA maintenance and inheritance genetics.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1534/g3.117.043851	include	Studies replicative advantage of small mtDNA species (hypersuppressive petite-like elements) via ribonucleotide reductase, directly bearing on mtDNA copy number/replication control and petite biology.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1534/g3.120.401537	include	Characterizes mitochondrial ribosomal protein loss, rho-zero mtDNA loss and petite frequency as an mtDNA maintenance/instability assay system in yeast.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1534/genetics.114.166637	include	Genome-wide mapping of mtDNA recombination in yeast is directly on-topic for mitochondrial genome maintenance/recombination.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.15698/mic2016.07.511	include	Maps a suppressor mutation to the mitochondrial genome (COX1) and uses respiratory growth, oxygen consumption and CcO activity assays to characterize yeast mtDNA-encoded gene function, directly relevant to mitochondrial genome engineering and respiratory-phenotype assay toolkits.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.15698/mic2016.11.537	borderline	Review of retrograde mitochondria-to-nucleus signaling and dysfunction sensing in yeast; informative about the chassis but describes no engineering method, delivery, assay protocol, or manipulable genetic handle.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.15698/mic2018.03.621	include	Reports a novel system to directly monitor mitochondrial translation in yeast, exactly the kind of assay (mitoribosome/in-organello translation) this project needs.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.15698/mic2020.09.729	include	Systematic screen of nuclear genes affecting respiratory growth and mitochondrial genome expression in S. cerevisiae; directly provides assays and gene functions relevant to engineering/maintaining the yeast mitochondrial genome.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1590/s0100-879x1998000300004	borderline	Demonstrates yeast genomic library transformation, respiratory-complementation screening of pet mutants, and one-step gene replacement (standard toolkit methods), but the paper itself is mainly nuclear-gene characterization rather than mitochondrial engineering per se.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.26508/lsa.202201858	include	Details assembly-feedback regulation of mtDNA-encoded cytochrome b translation by Cbp3/Cbp6 and uses complexome profiling/respiratory-competence assays directly relevant to engineering mitochondrial gene expression.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.26508/lsa.202301965	include	Allotopic expression of COX6 studying co-assembly with ATP synthase is a direct allotopic-expression engineering/mechanism study.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.30498/ijb.2021.256630.2911	include	Biolistic transformation achieving stable homoplasmic integration into an organelle genome with a selectable marker is the same core particle-bombardment method used for mitochondrial genome transformation, so it transfers.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.3389/fcell.2017.00120	borderline	Title indicates ER-mitochondria tethering and lifespan biology, an indirect chassis-biology handle rather than a stated engineering method.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.3389/fcell.2023.1276629	borderline	Title suggests heteroplasmy-driven phenotypic heterogeneity, touching mtDNA state/heteroplasmy, but no abstract confirms organism or a manipulable engineering handle.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.3389/fgene.2011.00102	borderline	Uses rho0/rho+ status and membrane potential as physiological signals for retrograde response and lifespan, not as an engineering method or genome manipulation.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.3389/fgene.2014.00454	include	Uses kar1 cytoduction/rho0 mating to transfer foreign mtDNA into S. cerevisiae and measures respiratory competence, directly the cybrid/mtDNA-replacement toolkit this project needs.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.3389/fgene.2015.00135	include	Uses a humanized yeast system to measure mtDNA copy-number reduction from POLG (Mip1-analogous polymerase gamma) mutations, a direct mtDNA replication/maintenance assay applicable to yeast mitochondrial engineering.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.3389/fgene.2015.00159	borderline	Uses yeast to model a human ATP synthase disease mutation with respiratory growth and complex-assembly assays, informative about OXPHOS assembly but not itself a mitochondrial engineering method.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
