# fermlit verdicts RESTRICTED to publications carrying no mitochondrial or mtDNA
# query family. The classifier asks "is this about making alcohol with a microbe";
# an mtDNA transformation-methods paper is not, and it scores accordingly -- 96% of
# mtdna_methods_yeast and 93% of mtdna_engineering_yeast are excluded. That is the
# rubric answering its own question correctly and the wrong question for phase 1b,
# whose entire subject is that literature. Those verdicts are withheld, not deleted:
# see 2026-09-22-fermlit-verdicts.tsv for the full set and MTDNA_RUBRIC.md for the
# second rubric they need.
publication_id	decision	reason	source	decided_by	decided_by_kind	decided_at	in_atlas	pdf_file
doi:10.1007/s00449-025-03217-2	include	Title explicitly states photosynthetic isobutanol production by engineered cyanobacteria	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/yea.3940	include	Title explicitly states enhanced isobutanol tolerance via regulatory engineering in yeast.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s11274-024-04150-4	include	Title explicitly states manipulation of a protein in Saccharomyces cerevisiae to improve isobutanol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/biot.202300270	include	Paper explicitly addresses engineering E. coli for increased isobutanol tolerance via adaptive laboratory evolution.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/lam.13555	include	Title explicitly states improvement of isobutanol tolerance and production in Saccharomyces cerevisiae via engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/biot.202000413	include	Paper explicitly reports on microbial production of isobutanol from methanol using Methylorubrum extorquens.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s11274-021-03140-0	include	Review explicitly covers metabolic engineering of E. coli for isobutanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/biot.201900490	include	Title explicitly identifies the yeast as a producer of isobutanol	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/jacs.0c04411	exclude	Study focuses on photochemical catalysis on TiO2 surface, not microbial production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10529-019-02683-5	include	Paper explicitly addresses metabolic engineering of E. coli for isobutanol production and carbon flux optimization.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/cssc.201802689	exclude	Title explicitly describes manganese-catalyzed chemical upgrading, not microbial production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s11356-019-04603-6	exclude	Study focuses on engine performance and exhaust emissions using isobutanol blends, not microbial production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/bit.26710	include	Title explicitly describes engineering E. coli to produce isobutanol via combinatorial overexpression.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/btpr.2705	include	Title explicitly states microbial production of isobutanol by a bacterium and investigates fermentation conditions.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/biot.201700121	include	Title explicitly states microbial production of isobutanol by Enterobacter aerogenes	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s00449-017-1763-5	exclude	The paper focuses on the production of ansamitocin P-3 (an anti-tumor agent), not ethanol or butanol; isobutanol is used only as a stressor in proteomic studies.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/btpr.2197	exclude	Cell-free enzyme systems are not microorganisms and fall under non-biological catalysis	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s00253-016-7791-2	include	Paper explicitly addresses engineering tolerance to isobutanol and 1-butanol in a production host.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-016-1751-9	include	Title explicitly describes metabolic engineering of E. coli to improve isobutanol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsle/fnw020	include	Title explicitly states focus on microbial production of butanol and isobutanol	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s00253-014-6173-x	include	Title explicitly states bacterial production of isobutanol	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s00449-015-1454-z	include	Title explicitly states isobutanol production from an engineered microorganism.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1080/09593330.2014.943298	exclude	Study focuses on degradation of aromatic hydrocarbons in soil microcosms, not microbial production of alcohols	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s00253-014-6081-0	include	Title explicitly states metabolic engineering of Saccharomyces cerevisiae for isobutanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/bit.25134	include	Engineering E. coli for isobutanol tolerance	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s00253-013-5504-7	include	Title explicitly states microbial production of isobutanol from a specific feedstock in E. coli	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s11120-014-9987-6	include	Title explicitly states isobutanol production by a cyanobacterium (Synechococcus elongatus)	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/es5034316	exclude	study focuses on vehicle emissions and combustion properties rather than microbial production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/es501381h	exclude	Focuses on emissions and particulate matter from combustion rather than microbial production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/btpr.1688	include	Title explicitly covers production of target alcohols from woody materials	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/bit.24961	include	Title explicitly states strain optimization for isobutanol production in a microorganism.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1039/c3mb25568a	include	Title explicitly states metabolic engineering of Bacillus subtilis for improved production of isobutanol	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10532-012-9613-2	exclude	Study focuses on toluene biodegradation with isobutanol as an inhibitor/interference factor, not alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/jp4045513	exclude	Title describes chemical dehydration of isobutanol, not microbial production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/jp404877t	exclude	Study focuses on thermal decomposition and bond cleavage chemistry, not biological production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s00449-012-0736-y	include	Title explicitly describes isobutanol production in engineered yeast via specific gene overexpression.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s00253-012-4197-7	include	Title explicitly states reprogramming E. coli for n-butanol and isobutanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s12010-011-9268-1	include	Title explicitly states engineering a metabolic pathway for isobutanol biosynthesis in Bacillus subtilis	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s00253-011-3280-9	include	Title explicitly describes engineering Bacillus subtilis for isobutanol production via pathway construction and overexpression.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
pmid:10693970	exclude	Study focuses on neurotoxicity in rats following inhalation exposure, which falls under medical/toxicological assessment rather than microbial production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
pmid:9257289	exclude	Study focuses on phospholipid crystal structure and biomembrane models, not microbial production or engineering of alcohols.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
pmid:2288731	exclude	Study focuses on alcohol kinetics in the human body, which is explicitly excluded as medical/toxicology subject matter.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
pmid:4027007	exclude	Study focuses on human metabolism and excretion of alcohol congeners following consumption	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
pmid:4027008	exclude	Study focuses on blood alcohol and congener concentrations in humans following rum consumption	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0003-2697(84)90831-5	exclude	Paper describes chemical extraction of inorganic phosphate using isobutanol as a solvent, not microbial production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0003-2697(80)90060-3	exclude	Paper describes an analytical extraction method for phosphate detection, not microbial production of alcohols	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf01243880	exclude	Isobutanol is used as a chemical solvent for extraction, not produced by microorganisms	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1471-4159.1977.tb06514.x	exclude	Study of neurotransmitter binding in a chemical solvent, not microbial production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf01080174	exclude	Paper focuses on analytical determination of hydroxyproline in foods using isobutanol as a solvent/reagent, not microbial production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
pmid:4649081	exclude	Paper reports on vertigo cases following handling of butanol/isobutanol, which is a medical/toxicological study unrelated to microbial production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf02901434	include	The paper investigates the microbial production of isobutanol and amyl alcohol (higher alcohols) by yeast during fermentation.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0003-2697(65)90282-4	exclude	Paper focuses on analytical error in organic phosphate determination using isobutanol as a solvent/extractant, not microbial production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
pmid:13864793	include	Yeast produces isobutanol and amyl alcohols from alanine	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1039/d4dt00561a	exclude	The paper describes chemical catalysis using ruthenium complexes, not microbial production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/bit.28648	include	Title explicitly describes bioethanol production via fermentation using a recombinant yeast strain and specific feedstocks.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/biot.202200535	include	Study of ethanol production flux partitioning in Saccharomyces cerevisiae	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2023.129787	include	Recombinant yeast engineered for increased ethanol productivity from waste streams	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.ymben.2023.09.010	include	Title explicitly states improved ethanol yield via metabolic engineering strategies in Saccharomyces cerevisiae.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/bbb/zbac203	include	The paper investigates the effect of genetic engineering (overexpression of MGHOG1) on ethanol production and fermentation in a white-rot fungus.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.micres.2022.127138	include	Study focuses on tolerance of a bioethanol yeast strain to inhibitors and heat stress	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/foaa065	include	Title explicitly covers the evolution of bioethanol production using yeast, including genetic modification.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/foaa047	include	Title explicitly states engineering Saccharomyces cerevisiae for bioethanol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s42770-019-00051-z	include	Study of ethanol production in fed-batch bioreactors	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2019.02.123	include	Paper focuses on improving ethanol yields from lignocellulosic feedstocks using yeast fermentation.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.nbt.2019.06.005	include	Title explicitly states intensifying ethanol production from a specific feedstock using high solid loadings.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.4014/jmb.1908.08017	include	Study of continuous ethanol production from cassava supernatant using immobilized yeast cells	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s12088-018-0741-1	include	Paper explicitly describes screening and mutation of yeast for high ethanol yield and tolerance.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s13205-018-1340-x	include	Title explicitly describes microbial production of ethanol fuel from a specific feedstock using an isolated yeast strain.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2018.07.039	include	Paper explicitly describes ethanol fermentation using a yeast strain from a specific feedstock.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.jbiotec.2018.07.034	include	Paper explicitly studies ethanol tolerance in cyanobacterial production hosts	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.02302-17	borderline	The paper focuses on improving brewing yeast for beer fermentation via adaptive evolution, which falls under the adjacent category of fermented beverage microbiology rather than industrial biofuel production.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/yea.3154	include	Study of ethanol stress tolerance in Saccharomyces cerevisiae	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2016.05.105	include	Title explicitly states the paper is about bioethanol production using a specific feedstock and pretreatment process.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.nbt.2015.09.001	include	Optimization of fermentation medium for bioethanol production from industrial wastewaters	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/fov118	include	The paper characterizes genomic structural variations in an industrial bioethanol yeast strain and links these changes to improved fermentation performance and stress tolerance.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/fow022	include	Paper explicitly studies regulation of ethanol production in Saccharomyces cerevisiae via transcription factors and their targets.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.01213-16	include	The paper investigates the biophysical mechanisms of ethanol tolerance and stress response in Saccharomyces cerevisiae, a key industrial host for ethanol production.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-014-1544-y	include	Title explicitly states assessment of wild yeasts for bioethanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-014-1556-7	include	Genomic reconstruction to improve bioethanol production in Saccharomyces cerevisiae	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2014.12.020	include	Metabolic engineering of yeast for lignocellulosic ethanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.01689-15	include	Engineering Saccharomyces cerevisiae to increase ethanol yields using a specific enzyme	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-012-1227-5	include	Title explicitly describes engineering Saccharomyces cerevisiae to produce ethanol from lactose.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2012.10.014	include	Heterologous expression of xylose isomerase in yeast to improve ethanol production from mixed sugars	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2013.01.063	include	Study of alcohol dehydrogenase expression in yeast during bioethanol production under inhibitor stress	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.02670-12	include	Study of ethanol production and fermentation performance in Saccharomyces cerevisiae strains	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-011-1001-0	include	Title explicitly states improvement of ethanol production and robustness under stress in a microbial host.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-012-1167-0	include	The paper investigates the impact of microbial contaminants on ethanol yield and fermentation performance in an industrial sugarcane ethanol process.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1567-1364.2011.00762.x	include	Identification of genes conferring ethanol tolerance in a production host	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-010-0864-9	include	Genetic modification of yeast to improve ethanol productivity	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-010-0885-4	include	Title explicitly states ethanol production by yeasts from renewable sources	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-010-0928-x	include	Engineering S. cerevisiae to alter metabolic flux during ethanol fermentation	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-011-0999-3	include	Title explicitly addresses very high gravity ethanolic fermentation, a key process topic for ethanol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-009-0674-0	include	Paper explicitly studies ethanol tolerance in a microbial host via heterologous gene expression.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-008-0481-z	include	Genome shuffling to improve ethanol tolerance and productivity in Saccharomyces cerevisiae	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1101/gr.091777.109	include	The paper characterizes the genome of an industrial Saccharomyces cerevisiae strain specifically adapted for high ethanol production and stress tolerance, providing foundational data for strain engineering.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1567-1364.2009.00549.x	include	Paper explicitly addresses yeast stress tolerance during ethanolic fermentation	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1271/bbb.80853	include	Construction of engineered yeast strains for ethanol fermentation	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-008-0371-4	include	The paper addresses process control (eliminating contaminant yeasts) specifically to maintain productivity and yields in industrial ethanol fermentation.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1567-1364.2008.00428.x	include	Title explicitly states yeast selection for fuel ethanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1271/bbb.70104	include	Paper explicitly details engineering xylose reductase activity in recombinant S. cerevisiae to improve ethanol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1567-1364.2006.00040.x	include	Study of yeast tolerance to ethanol and other alcohols via genome-wide screening	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-005-0027-6	include	Isolation of a Saccharomyces cerevisiae strain for fuel-ethanol fermentation with potential for genetic manipulation	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.femsyr.2003.12.009	include	Study of ADH enzyme role in ethanol fermentation and strain complementation	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1046/j.1432-1327.2000.01511.x	include	Study of ethanolic fermentation in yeast spheroplasts	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1271/bbb.64.229	include	Study of ethanol tolerance in a yeast production host	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.53.9.2033-2038.1987	include	Direct microbial production of ethanol from xylose and arabinose by Erwinia chrysanthemi	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
pmid:6553051	exclude	Study of ethanol's effect on protein synthesis in vitro is unrelated to microbial production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2025.132059	exclude	Cell-free system converting bioethanol to acetoin is not microbial production of the target alcohols	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.micres.2024.127955	include	Title explicitly states engineering redox homeostasis to optimize ethanol production in yeast.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.nbt.2024.12.004	include	Study of Saccharomyces cerevisiae fitness for lignocellulosic bioethanol production via fermentation stress tests	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.jmgm.2024.108816	exclude	Study focuses on physicochemical properties of a binary mixture of chemical solvents/reagents, not microbial production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.ygeno.2024.110811	include	Study of ethanol production regulation in yeast during fermentation	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s13205-022-03436-4	include	Evaluation of ethanol-tolerant yeast strains for bioethanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s42770-023-00937-z	include	Study of ethanol production by yeasts in the presence of biomass pretreatment inhibitors	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10068-021-01026-3	exclude	Paper focuses on analytical determination of alcohols in wine rather than microbial production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/foab048	include	Direct comparison of microbial strains for ethanol production from lignocellulosic feedstocks	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10068-019-00669-7	exclude	Paper focuses on analytical determination of alcohols in beverages rather than microbial production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
