# 2026-09-22-classifier-verdicts.tsv -- fermlit classifier verdicts on the fermdb
# publications that the classifier had not previously screened.
#
# NOT INSTALLED. Installing is a curator act (PLAN.md L.5); this file is a proposal.
# Every row is decided_by_kind=model: a title/abstract score, never a read PDF.
# install_decisions() will refuse to let any of these overwrite a human verdict.
#
# rows                : 1606
# verdict split       : include 442, borderline 198, exclude 966
# settled by          : title pass 1185, abstract pass 421
# thresholds          : --low 25 --high 82 (fermlit defaults, unchanged)
#
# Provenance of the two groups, which differ in WHEN they were screened, not how:
#    1308  newly screened in this run (fermlit sheet 'fermdb-import-2026-09-22')
#     298  already held by fermlit under a `_nodoi:<pmid>` key and screened
#          in the earlier corpus run. They looked unseen because the overlap was
#          computed on DOI alone and these fermdb rows are `pmid:` CURIEs with a
#          NULL doi. Same model, same rubric; their verdicts are reused, not rerun.
#
publication_id	decision	reason	source	decided_by	decided_by_kind	decided_at	in_atlas	pdf_file
doi:10.3389/fmicb.2026.1757951	borderline	The paper focuses on enological potential and sensory quality of icewine rather than the engineering or optimization of microbial alcohol production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3389/fmicb.2025.1753983	include	Title explicitly states microbial production of a higher alcohol (3-methyl-1-butanol/isobutanol)	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/msystems.01345-25	include	Study of alcohol stress tolerance in Clostridium thermocellum, a known solventogenic bacterium	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods15040739	exclude	Focuses on aroma compounds and antioxidant capacity of a fermented beverage rather than alcohol production engineering or titers	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/acs.jpcb.5c06231	borderline	The paper focuses on molecular simulation of membrane dynamics in Zymomonas mobilis during bioproduct production, which is an enabling tool/basic biology study rather than direct reporting of alcohol production metrics or engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.4103/jpbs.jpbs_1160_25	exclude	Study focuses on human skeletal maturity and serum biomarkers, unrelated to microbial alcohol production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/acsomega.5c09523	exclude	Title describes chemical synthesis of an ester using immobilized enzymes, not microbial production of alcohols	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1186/s13068-025-02720-8	include	Title explicitly states enhanced isobutanol biosynthesis via synthetic biology and process engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/1751-7915.70288	borderline	The paper develops a biosensor tool for screening isobutanol producers but does not report on the actual production or engineering of a producer strain itself.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1039/d5ra07263h	exclude	Paper describes a chemical sensor for VOC detection, not microbial production or engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/s41598-025-28167-3	exclude	Study of physical ionization properties rather than biological production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/molecules30224330	exclude	Focuses on sensory quality of a fermented beverage rather than microbial production engineering or titers	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
pmid:40986673	exclude	Pamabrom is a pharmaceutical drug (brompheniramine/pseudoephedrine), unrelated to microbial alcohol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods14213781	exclude	Focuses on aroma signatures and flavoromics of Baijiu rather than microbial production or engineering of alcohols	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/acsomega.5c07053	exclude	Study focuses on physicochemical properties of amine solutions for CO2 capture, not microbial alcohol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/acs.energyfuels.5c03281	exclude	Paper focuses on chemical absorption of CO2 using amine solvents, not microbial production of alcohols.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods14193365	borderline	The paper focuses on flavor compounds and sensory quality in Baijiu production rather than the microbial production of alcohols as biofuels or industrial chemicals.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/s25196075	exclude	Paper concerns inorganic humidity sensors and sol-gel chemistry, completely unrelated to microbial production of alcohols.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s11274-025-04603-4	exclude	Focuses on bioherbicides and volatile organic compounds from an endophytic fungus, with no mention of ethanol or butanol production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.fochx.2025.103082	exclude	Focuses on sensory analysis and metabolomics of wine volatiles rather than microbial production or engineering	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/molecules30183832	exclude	Study focuses on CO2 solubility in amine-ionic liquid blends for chemical capture, not microbial alcohol production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/spectrum.00610-25	include	The paper investigates the physiological and metabolic stress response of Zymomonas mobilis to lignocellulosic hydrolysate inhibitors, explicitly linking these adaptations to ethanol fermentation pathways and biofuel production tolerance.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3389/fmicb.2025.1654308	borderline	The paper focuses on wine quality and aromatic profile rather than alcohol production engineering or titers, fitting the adjacent category for fermented beverage microbiology.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1088/1752-7163/ae0511	exclude	Study focuses on clinical diagnosis of C. difficile infection via VOC profiling, not alcohol production or engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods14162773	exclude	The paper focuses on wine blending and sensory quality rather than the microbial production or engineering of alcohols as a primary product.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3389/fmicb.2025.1653569	borderline	The paper focuses on wine aroma and sensory quality rather than alcohol production engineering, fitting the adjacent category for fermented beverage microbiology.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3389/fbioe.2025.1638716	borderline	The paper focuses on flavor compound correlations and microbial community dynamics in Baijiu brewing rather than the engineering or optimization of alcohol production itself.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3389/fnut.2025.1611006	exclude	Study focuses on volatile compounds in sesame oil processing, not microbial alcohol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1186/s13068-025-02687-6	include	Directed evolution of enzyme for isobutanol production in cyanobacteria	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1167/iovs.66.9.71	exclude	Clinical microbiology study on eye infection with no link to alcohol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/molecules30143028	exclude	Focuses on chemical extraction of alcohols from fusel oils rather than microbial production or engineering	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/cssc.202501120	include	Paper focuses on improving isobutanol tolerance of an enzyme via evolution, directly addressing host robustness towards the target alcohol.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1371/journal.pone.0326197	exclude	Study focuses on combustion and emissions in diesel engines, not microbial production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/spectrum.02205-24	exclude	Subject is human gut microbiome dynamics during HIV therapy, unrelated to alcohol production engineering	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods14111945	exclude	Paper focuses on food production (bread) using wastewater as an ingredient, not microbial alcohol production or engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/molecules30112319	exclude	Focuses on honey fermentation flavor profiles rather than alcohol production engineering or titers	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.fochx.2025.102551	exclude	Focuses on pickled pepper fermentation and volatile compounds rather than microbial production of ethanol or butanol as a target product.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/acs.iecr.5c00527	exclude	Study focuses on chemical degradation of amines in CO2 capture systems, not microbial alcohol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.crfs.2025.101070	borderline	The paper focuses on aroma profile and sensory quality in wine fermentation rather than alcohol production engineering or titers.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1126/sciadv.adt7502	exclude	Paper focuses on materials science for batteries, not microbial production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/s42003-025-08164-y	include	The paper describes using CRISPR activation to engineer Synechocystis for the production of isobutanol and 3-methyl-1-butanol, directly addressing microbial production and strain engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1186/s12934-025-02727-8	include	CRISPR interference for enhanced isobutanol production in cyanobacteria	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.7717/peerj.19357	exclude	The paper focuses on flavor determination and optimization of a fermented beverage (tea wine) rather than microbial production engineering or titers/yields of alcohols as biofuels.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/acssuschemeng.5c01537	exclude	Title indicates production of butyl rubber from isobutylene, implying chemical synthesis rather than microbial alcohol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods14071222	exclude	Focuses on volatile profile and chemistry of a fermented beverage rather than microbial production engineering or titers	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods14061021	exclude	Focuses on nonenzymatic aging reactions and sensory quality of mead rather than microbial production or engineering	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/foaf014	borderline	The paper is a review of metabolic engineering strategies to eliminate ethanol production in S. cerevisiae to enable the synthesis of other chemicals, including isobutanol.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/plants14050708	exclude	Study focuses on plant flavour volatiles in millet varieties, not microbial production of alcohols	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods14050734	exclude	Focuses on NMR analysis of wine for toxin contamination rather than microbial production or engineering	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/vetsci12020090	exclude	Study focuses on plant extracts and anthelmintic activity against parasites, with no link to microbial alcohol production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.fochx.2025.102188	exclude	Focuses on wine flavor and sensory analysis rather than microbial production or engineering of alcohols	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.synbio.2024.12.010	include	Paper focuses on engineering yeast for isopentanol (a higher alcohol) production using genome-wide perturbation and biosensor screening.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/jof11010026	exclude	Focuses on biocontrol of plant pathogens rather than alcohol production or engineering	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.fochx.2024.102100	borderline	The paper focuses on flavor profile and sensory quality in plum wine fermentation rather than optimizing alcohol production titers or engineering strains for biofuel yield.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/acs.jced.4c00403	exclude	Study focuses on physicochemical properties of chemical solvents for CO2 capture, not microbial production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/toxics12120903	exclude	Study focuses on occupational health risk assessment of solvent exposure in humans, not microbial production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods13244077	borderline	The paper focuses on wine flavor and aroma compounds in a fermented beverage context rather than the production of alcohols as biofuels or industrial products.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.fochx.2024.102066	exclude	Focuses on wine flavor profiles rather than alcohol production engineering or titers	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/s41598-024-82721-z	borderline	The paper studies fermentation dynamics and ethanol production in a beverage context (ice wine), which falls under the adjacent category of fermented beverage microbiology rather than industrial biofuel or chemical production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/s41598-024-79870-6	exclude	The paper focuses on chemical separation processes (distillation) rather than microbial production or engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods13203316	exclude	Focuses on metabolic dynamics in pigs and beverage composition rather than microbial production or engineering	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/toxics12100720	exclude	Focuses on chemometric analysis of fruit spirits for markers and risks, not microbial production or engineering	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/s41467-024-53543-4	exclude	Title describes electrochemical mechanisms and CO2 capture/utilization chemistry, not microbial production of alcohols.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods13193161	exclude	Focuses on malic acid degradation and diacetyl reduction for food quality rather than alcohol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/molecules29194706	exclude	Study of thermodynamic properties and FTIR of chemical mixtures, not microbial production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/molecules29194609	exclude	Study focuses on plant volatile organic compounds using analytical chemistry, with no microbial production or engineering involved.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3389/fchem.2024.1449570	exclude	Paper concerns nanomaterial synthesis via laser ablation, not microbial production or engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.fochx.2024.101786	exclude	Study focuses on animal lipidomics and flavor volatiles in salamander livers, with no link to microbial alcohol production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.toxrep.2024.101709	exclude	Focuses on analytical determination of ethanol in hand sanitizers for compliance and toxicity, not microbial production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3389/fbioe.2024.1423935	include	The paper is a review explicitly covering Clostridia-mediated production of ethanol and butanol, with a specific focus on strain improvement by metabolic engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods13152452	borderline	The paper focuses on flavor quality and microbial community analysis in rice wine brewing rather than the engineering or optimization of alcohol production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods13152381	exclude	Focuses on bread spoilage and food microbiology rather than alcohol production or engineering	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/s41467-024-51029-x	include	The paper explicitly describes engineering an E. coli strain to produce isobutanol via a novel respiro-fermentative metabolic design.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/acscatal.4c01446	include	The paper describes rational enzyme redesign of KARI, a key enzyme in the isobutanol production pathway, to increase catalytic activity for industrial-scale isobutanol production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/s24113520	exclude	Focuses on analytical methods (electronic noses) for beer maturation rather than microbial production or engineering of alcohols	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.fochx.2024.101503	exclude	Focuses on postharvest grape processing and wine sensory characteristics rather than microbial production or engineering of alcohols	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.fochx.2024.101443	exclude	Focuses on sensory characterization and analytical profiling of a fermented beverage rather than microbial production or engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s11356-024-33792-y	exclude	Paper focuses on amine-based CO2 capture chemistry, not microbial alcohol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3389/fmicb.2024.1394880	include	Study focuses on higher alcohol synthesis in Saccharomyces cerevisiae and identifies key regulatory genes for production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3724/sp.j.1123.2023.09024	exclude	Paper focuses on analytical determination of organic amines, not microbial alcohol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/molecules29081882	exclude	Focuses on analytical assessment of wine spoilage rather than microbial production or engineering of alcohols	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.fochx.2024.101368	borderline	The paper focuses on sensory quality and flavor compounds in a fermented beverage rather than the production of alcohols as biofuels or industrial chemicals.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/advs.202310215	include	Title explicitly states efficient production of higher alcohols via a regulation system	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/microorganisms12030462	exclude	Title explicitly links alcohol production to forensic samples, falling under the exclusion criterion for forensic or post-mortethanol studies.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/foods13060863	exclude	Study focuses on coconut water composition and biological activities, not microbial alcohol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/1751-7915.14438	include	Title explicitly states engineering metabolism for isobutanol production in a microorganism.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1186/s13054-024-04882-7	exclude	Study focuses on clinical diagnosis of ARDS using breath metabolomics, not microbial production or engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/molecules29051028	borderline	The paper focuses on wine quality and sensory attributes rather than alcohol production engineering, fitting the adjacent category for fermented beverage microbiology.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.heliyon.2024.e26519	exclude	Study focuses on diesel engine combustion and emissions using isobutanol as a fuel additive, not microbial production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/microorganisms12020309	borderline	The paper is a review covering multiple chemicals including isobutanol, but focuses on acetate as an alternative feedstock rather than detailing specific production engineering for the target alcohols.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/acs.energyfuels.3c04313	exclude	Paper focuses on surfactant/polymer corefloods for oil recovery, not microbial alcohol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/s41598-024-52542-1	exclude	Paper focuses on liquid-liquid extraction column hydrodynamics, not microbial production or engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/foae006	include	Metabolic engineering of Saccharomyces cerevisiae to increase isobutanol production from xylose	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1186/s13068-023-02450-9	include	Study of host tolerance and metabolic response to isobutanol and ethanol exposure in a production organism	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/plants13020173	exclude	Focuses on sensory analysis and flavor components of Goji berry pulp, with no link to microbial alcohol production or engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/acsomega.3c08021	exclude	Study focuses on chemical CO2 capture using solvents and heterogeneous catalysts, not microbial production of alcohols.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/molecules29010107	exclude	Study focuses on aroma properties and capsaicin stress in Lactobacillus plantarum for food/flavor applications, not ethanol/butanol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.fochx.2023.101027	exclude	Study focuses on food flavor and physicochemical properties of fermented fish, not microbial alcohol production or engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/acssynbio.3c00493	borderline	The paper focuses on the biosynthesis of isobutyl butyrate (an ester), not ethanol or butanol, making it adjacent enabling work rather than directly relevant to the target alcohols.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/acsomega.3c05193	exclude	Paper focuses on chemical desulfurization of gas condensate, unrelated to microbial alcohol production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.crfs.2023.100628	borderline	The paper focuses on flavor components and microbial communities in rice wine brewing rather than the engineering or optimization of ethanol production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1039/d3ra06767j	exclude	Study focuses on chemical CO2 capture using an amine solution, not microbial alcohol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/microorganisms11102573	include	Title explicitly states engineering E. coli for isobutanol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1186/s13068-023-02395-z	include	Title explicitly describes microbial production of isobutanol by Escherichia coli	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.mex.2023.102387	exclude	Paper focuses on GC-FID quantitation methods for spirits rather than microbial production or engineering.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/molecules28186447	exclude	Study focuses on chemical CO2 capture in amine solutions via molecular simulations, not microbial alcohol production	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1186/s12934-023-02197-w	include	Title explicitly states microbial production of isobutanol in E. coli	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/metabo13090998	exclude	The paper focuses on optimizing fermentation conditions for apple cider flavor profile and volatile compound quantification, not on microbial production of ethanol or butanol as biofuels or industrial chemicals.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/s41522-023-00432-1	borderline	The paper focuses on identifying core microbiota and flavor profiles in traditional huangjiu fermentation rather than engineering organisms for industrial alcohol production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3390/ma16175778	exclude	Title describes chemical oxidation catalyzed by N-hydroxyphthalimide, not microbial production.	fermlit screen --pass both (qwen3.6:27b)	qwen3.6:27b	model	2026-09-22	yes	
